eip,title,status,type,author,created
5023,Shareable Non-Fungible Token,An interface for creating value-holding tokens shareable by multiple owners,"Jarno Marttila (@yaruno), Martin Moravek (@mmartinmo)",https://ethereum-magicians.org/t/new-nft-concept-shareable-nfts/8681,Final
,,,,,
5027,Remove the limit on contract code size,Change the limit on contract size from 24576 to infinity,Qi Zhou (@qizhou),https://ethereum-magicians.org/t/eip-5027-unlimit-contract-code-size/9010,Draft
,,,,,
5050,Interactive NFTs with Modular Environments,Action messaging and discovery protocol for interactions on and between NFTs,Alexi (@alexi),https://ethereum-magicians.org/t/eip-5050-nft-interaction-standard/9922,Stagnant
,,,,,
5058,Lockable Non-Fungible Tokens,Lockable EIP-721 tokens,"Tyler (@radiocaca), Alex (@gojazdev), John (@sfumato00)",https://ethereum-magicians.org/t/eip-5058-erc-721-lockable-standard/9201,Draft
,,,,,
5065,Instruction for transferring ether,Instruction for just transferring ether without transferring the flow of execution,Mudit Gupta (@maxsam4),https://ethereum-magicians.org/t/eip-5065-instruction-for-transferring-ether/9107,Stagnant
,,,,,
5069,EIP Editor Handbook,Handy reference for EIP editors and those who want to become one,"Pooja Ranjan (@poojaranjan), Gavin John (@Pandapip1)",https://ethereum-magicians.org/t/pr-5069-eip-editor-handbook/9137,Living
,,,,,
5081,Expirable Trainsaction,This EIP adds a new transaction type of that includes expiration with a blocknum,"Zainan Victor Zhou (@xinbenlv), Nick Johnson (@Arachnid), Konrad Feldmeier <konrad@brainbot.com>",https://ethereum-magicians.org/t/eip-5081-expirable-transaction/9208,Draft
,,,,,
5094,URL Format for Ethereum Network Switching,A way of representing various network configurations as URLs.,"Luc van Kampen (@lucemans), Jakob Helgesson (@svemat01), Joshua Hendrix (@thejoshuahendrix)",https://ethereum-magicians.org/t/5094-uri-format-for-ethereum-network-switching/9277,Stagnant
,,,,,
5095,Principal Token,Principal tokens (zero-coupon tokens) are redeemable for a single underlying EIP-20 token at a future timestamp.,"Julian Traversa (@JTraversa), Robert Robbins (@robrobbins), Alberto Cuesta Cañada (@alcueca)",https://ethereum-magicians.org/t/eip-5095-principal-token-standard/9259,Stagnant
,,,,,
5114,Soulbound Badge,"A token that is attached to a ""soul"" at mint time and cannot be transferred after that.",Micah Zoltu (@MicahZoltu),https://ethereum-magicians.org/t/eip-5114-soulbound-token/9417,Review
,,,,,
5115,SY Token,Interface for wrapped yield-bearing tokens.,"Vu Nguyen (@mrenoon), Long Vuong (@UncleGrandpa925), Anton Buenavista (@ayobuenavista)",https://ethereum-magicians.org/t/eip-5115-super-composable-yield-token-standard/9423,Draft
,,,,,
5131,SAFE Authentication For ENS,Using ENS Text Records to facilitate safer and more convenient signing operations.,"Wilkins Chung (@wwhchung), Jalil Wahdatehagh (@jwahdatehagh), Cry (@crydoteth), Sillytuna (@sillytuna), Cyberpnk (@CyberpnkWin)",https://ethereum-magicians.org/t/eip-5131-ens-subdomain-authentication/9458,Stagnant
,,,,,
5133,Delaying Difficulty Bomb to mid-September 2022,"Delays the difficulty bomb by a further 700000 blocks, to the middle of September 2022.","Tomasz Kajetan Stanczak (@tkstanczak), Eric Marti Haynes (@ericmartihaynes), Josh Klopfenstein (@joshklop), Abhimanyu Nag (@AbhiMan1601)",https://ethereum-magicians.org/t/eip-5133-delaying-difficulty-bomb-to-mid-september-2022/9622,Final
,,,,,
5139,Remote Procedure Call Provider Lists,Format for lists of RPC providers for Ethereum-like chains.,Sam Wilson (@SamWilsn),https://ethereum-magicians.org/t/eip-5139-remote-procedure-call-provider-lists/9517,Draft
,,,,,
5143,Slippage Protection for Tokenized Vault,An extension of EIP-4626 supporting improved EOA interactions.,Hadrien Croubois (@amxx),https://ethereum-magicians.org/t/eip-5143-slippage-protection-for-tokenized-vaults/9554,Stagnant
,,,,,
5164,Cross-Chain Execution,Defines an interface that supports execution across EVM networks.,"Brendan Asselstine (@asselstine), Pierrick Turelier (@PierrickGT), Chris Whinfrey (@cwhinfrey)",https://ethereum-magicians.org/t/eip-5164-cross-chain-execution/9658,Review
,,,,,
5169,Client Script URI for Token Contracts,Add a scriptURI to point to an executable script associated with the functionality of the token.,"James (@JamesSmartCell), Weiwu (@weiwu-zhang)",https://ethereum-magicians.org/t/eip-5169-client-script-uri-for-token-contracts/9674,Last Call
,,,,,
5173,NFT Future Rewards (nFR),A multigenerational reward mechanism that rewards‌ all ‌owners of non-fungible tokens (NFT).,"Yale ReiSoleil (@longnshort), dRadiant (@dRadiant), D Wang, PhD <david@iob.fi>",https://ethereum-magicians.org/t/non-fungible-future-rewards-token-standard/9203,Draft
,,,,,
5185,NFT Updatable Metadata Extension,An interface extension for ERC-721/ERC-1155 controlled metadata updates,Christophe Le Bars (@clbrge),https://ethereum-magicians.org/t/erc-721-erc-1155-updatable-metadata-extension/9077,Stagnant
,,,,,
5187,Extend EIP-1155 with rentable usage rights,Separate ownership and usage rights of EIP-1155 to allow users to use NFTs for an allotted time and return them to owners after expiration.,DerivStudio (@DerivStudio),https://ethereum-magicians.org/t/eip-draft-extending-erc1155-with-rentable-usage-rights/9553/4,Draft
,,,,,
5189,Account Abstraction via Endorsed Operations,An account abstraction proposal that avoids protocol changes while maintaining compatibility with existing smart contract wallets.,"Agustín Aguilar (@agusx1211), Philippe Castonguay (@phabc)",https://ethereum-magicians.org/t/erc-account-abstraction-via-endorsed-operations/9799,Standards Track
,,,,,
5192,Minimal Soulbound NFTs,Minimal interface for soulbinding EIP-721 NFTs,"Tim Daubenschütz (@TimDaub), Anders (@0xanders)",https://ethereum-magicians.org/t/eip-5192-minimal-soulbound-nfts/9814,Final
,,,,,
5202,Blueprint contract format,Define a bytecode container format for indexing and utilizing blueprint contracts,"Charles Cooper (@charles-cooper), Edward Amor (@skellet0r)",https://ethereum-magicians.org/t/erc-5202-standard-factory-contract-format/9851,Last Call
,,,,,
5216,EIP-1155 Approval By Amount Extension,Extension for EIP-1155 secure approvals,"Iván Mañús (@ivanmmurciaua), Juan Carlos Cantó (@EscuelaCryptoES)",https://ethereum-magicians.org/t/eip-erc1155-approval-by-amount/9898,Last Call
,,,,,
5218,NFT Rights Management,An interface for creating copyright licenses that transfer with an NFT.,"James Grimmelmann (@grimmelm), Yan Ji (@iseriohn), Tyler Kell (@relyt29)",https://ethereum-magicians.org/t/eip-5218-nft-rights-management/9911,Draft
,,,,,
5219,Contract Resource Requests,Allows the requesting of resources from contracts,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/pr-5219-discussion-contract-rest/9907,Final
,,,,,
5247,Smart Contract Executable Proposal Interface,An interface to create and execute proposals.,Zainan Victor Zhou (@xinbenlv),https://ethereum-magicians.org/t/erc-5247-executable-proposal-standard/9938,Draft
,,,,,
5252,Account-bound Finance,An ERC-5114 extension that aids in preventing arbitrary loss of funds,"Hyungsuk Kang (@hskang9), Viktor Pernjek (@smuxx)",https://ethereum-magicians.org/t/pr-5252-discussion-account-bound-finance/10027,Review
,,,,,
5267,Retrieval of EIP-712 domain,A way to describe and retrieve an EIP-712 domain to securely integrate EIP-712 signatures.,Francisco Giordano (@frangio),https://ethereum-magicians.org/t/eip-5267-retrieval-of-eip-712-domain/9951,Final
,,,,,
5269,EIP/ERC Detection and Discovery,An interface to identify if major behavior or optional behavior specified in an ERC is supported for a given caller.,Zainan Victor Zhou (@xinbenlv),https://ethereum-magicians.org/t/erc5269-human-readable-interface-detection/9957,Review
,,,,,
5283,Semaphore for Reentrancy Protection,A Precompile-based parallelizable reentrancy protection using the call stack,Sergio D. Lerner (@SergioDemianLerner),https://ethereum-magicians.org/t/eip-5283-a-semaphore-for-parallelizable-reentrancy-protection/10236,Stagnant
,,,,,
5289,Ethereum Notary Interface,Allows Smart Contracts to be Legally Binding Off-Chain,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/pr-5289-discussion-notary-interface/9980,Review
,,,,,
5298,ENS Trust to hold NFTs under ENS name,"An interface for a smart contract acting as a ""trust"" that holds tokens by ENS name.",Zainan Victor Zhou (@xinbenlv),https://ethereum-magicians.org/t/erc-eip-5198-ens-as-token-holder/10374,Review
,,,,,
5313,Light Contract Ownership,An interface for identifying ownership of contracts,William Entriken (@fulldecent),https://ethereum-magicians.org/t/eip-5313-light-contract-ownership/10052,Final
,,,,,
5334,EIP-721 User And Expires And Level Extension,Add a time-limited role with restricted permissions to EIP-721 tokens.,Yan (@yan253319066),https://ethereum-magicians.org/t/erc-721-user-and-expires-and-level-extension/10097,Draft
,,,,,
5345,Silent Signing Extension for JSON-RPC,Temporary transaction signing without user interaction,"Stanley Wu (@fruit37), Mücahit Büyükyılmaz (@anndro), Muhammed Emin Aydın (@muhammedea)",https://ethereum-magicians.org/t/walletconnect-silent-signing-extension/10137,Stagnant
,,,,,
5375,NFT Author Information and Consent,An extension of EIP-721 for NFT authorship and author consent.,"Samuele Marro (@samuelemarro), Luca Donno (@lucadonnoh)",https://ethereum-magicians.org/t/eip-5375-nft-authorship/10182,Final
,,,,,
5380,ERC-721 Entitlement Extension,Allows token owners to grant the ability for others to use specific properties of those tokens,"Gavin John (@Pandapip1), Tim Daubenschütz (@TimDaub)",https://ethereum-magicians.org/t/pr-5380-eip-4907-alternative-design/10190,Final
,,,,,
5409,EIP-1155 Non-Fungible Token extension,Allow EIP-1155 to represent Non-Fungible Tokens (tokens who have a unique owner),Ronan Sandford (@wighawag),https://ethereum-magicians.org/t/eip-5409-non-fungible-token-extension-for-eip-1155/10240,Stagnant
,,,,,
5437,Security Contact Interface,An interface for security notice using asymmetric encryption,Zainan Zhou (@xinbenlv),https://ethereum-magicians.org/t/erc-interface-for-security-contract/10303,Draft
,,,,,
5450,EOF - Stack Validation,Deploy-time validation of stack usage for EOF functions.,"Andrei Maiboroda (@gumb0), Paweł Bylica (@chfast), Alex Beregszaszi (@axic), Danno Ferrin (@shemnon)",https://ethereum-magicians.org/t/eip-5450-eof-stack-validation/10410,Review
,,,,,
5453,Endorsement - Permit for Any Functions,A general protocol for approving function calls in the same transaction rely on EIP-5750.,Zainan Victor Zhou (@xinbenlv),https://ethereum-magicians.org/t/erc-5453-endorsement-standard/10355,Draft
,,,,,
5478,CREATE2COPY Opcode,Reducing the gas cost of contract creation with existing code,Qi Zhou (@qizhou),https://ethereum-magicians.org/t/eip-5478-reducing-the-gas-cost-of-contract-creation-with-existing-code/10419,Stagnant
,,,,,
5484,Consensual Soulbound Tokens,Interface for special NFTs with immutable ownership and pre-determined immutable burn authorization,Buzz Cai (@buzzcai),https://ethereum-magicians.org/t/eip-5484-consensual-soulbound-tokens/10424,Final
,,,,,
5485,"Legitimacy, Jurisdiction and Sovereignty","An interface for identifying the legitimacy, jurisdiction and sovereignty.",Zainan Victor Zhou (@xinbenlv),https://ethereum-magicians.org/t/erc-5485-interface-for-legitimacy-jurisdiction-and-sovereignty/10425,Draft
,,,,,
5489,NFT Hyperlink Extension,"NFT Hyperlink Extension embeds hyperlinks onto NFTs, allowing users to click any hNFT and be transported to any url set by the owner.",IronMan_CH (@coderfengyun),https://ethereum-magicians.org/t/eip-5489-nft-hyperlink-extension/10431,Final
,,,,,
5496,Multi-privilege Management NFT Extension,Create shareable multi-privilege NFTs for EIP-721,Jeremy Z (@wnft),https://ethereum-magicians.org/t/eip-5496-multi-privilege-management-extension-for-erc-721/10427,Last Call
,,,,,
55,Mixed-case checksum address encoding,"Vitalik Buterin <vitalik.buterin@ethereum.org>, Alex Van de Sande <avsa@ethereum.org>",#55,Standards Track,ERC
,,,,,
5501,Rental & Delegation NFT - EIP-721 Extension,Adds a conditional time-limited user role to EIP-721. This role can be delegated or borrowed.,"Jan Smrža (@smrza), David Rábel (@rabeles11), Tomáš Janča <tomas.janca@jtbstorage.eu>, Jan Bureš (@JohnyX89), DOBBYLABS (@DOBBYLABS)",https://ethereum-magicians.org/t/eip-tbd-rental-delegation-nft-erc-721-extension/10441,Draft
,,,,,
5505,EIP-1155 asset backed NFT extension,Extends EIP-1155 to support crucial operations for asset-backed NFTs,liszechung (@liszechung),https://ethereum-magicians.org/t/eip-draft-erc1155-asset-backed-nft-extension/10437,Stagnant
,,,,,
5507,Refundable Tokens,"Adds refund functionality to ERC-20, ERC-721, and ERC-1155 tokens","elie222 (@elie222), Gavin John (@Pandapip1)",https://ethereum-magicians.org/t/eip-5507-refundable-nfts/10451,Final
,,,,,
5516,Soulbound Multi-owner Tokens,"An interface for non-transferable, Multi-owner NFTs binding to Ethereum accounts","Lucas Martín Grasso Ramos (@LucasGrasso), Matias Arazi (@MatiArazi)",https://ethereum-magicians.org/t/EIP-5516-soulbound-multi-token-standard/10485,Review
,,,,,
5521,Referable NFT,An ERC-721 extension to construct reference relationships among NFTs,"Saber Yu (@OniReimu), Qin Wang <qin.wang@data61.csiro.au>, Shange Fu <shange.fu@monash.edu>, Shiping Chen <shiping.chen@data61.csiro.au>, Sherry Xu <xiwei.xu@data61.csiro.au>, Jiangshan Yu <jiangshan.yu@monash.edu>",https://ethereum-magicians.org/t/eip-x-erc-721-referable-nft/10310,Draft
,,,,,
5528,Refundable Fungible Token,Allows refunds for EIP-20 tokens by escrow smart contract,StartfundInc (@StartfundInc),https://ethereum-magicians.org/t/eip-5528-refundable-token-standard/10494,Final
,,,,,
5539,Revocation List Registry,Registry of revocation lists for revoking arbitrary data.,"Philipp Bolte (@strumswell), Lauritz Leifermann (@lleifermann), Dennis von der Bey (@DennisVonDerBey)",https://ethereum-magicians.org/t/eip-5539-revocation-list-registry/10573,Draft
,,,,,
5553,Representing IP and its Royalty Structure,A way of representing intellectual property and its respective royalty structure on chain,Roy Osherove (@royosherove),https://ethereum-magicians.org/t/eip-5553-representing-intellectual-property-on-chain-with-royalty-rights/10551,Review
,,,,,
5554,"NFT Legal Use, Repurposing, and Remixing","An interface for describing and enforcing the legal use and remix of an NFT. On-chain registry of rights, attribution and derivative links.","Isaac Patka (@ipatka), COALA Licensing Taskforce <info@coala.org>",https://ethereum-magicians.org/t/eip-5999-legal-use-sharing-repurposing-and-remixing-standard-compatible-with-creative-commons/10553,Draft
,,,,,
5559,Cross Chain Write Deferral Protocol,The cross chain write deferral protocol provides a mechanism to defer the storage & resolution of mutations to off-chain handlers,"Paul Gauvreau (@0xpaulio), Nick Johnson (@arachnid)",https://ethereum-magicians.org/t/eip-cross-chain-write-deferral-protocol/10576,Stagnant
,,,,,
5560,Redeemable NFTs,Makes an NFT redeemable for a physical object,"Olivier Fernandez (@fernandezOli), Frédéric Le Coidic (@FredLC29), Julien Béranger (@julienbrg)",https://ethereum-magicians.org/t/eip-redeemable-nft-extension/10589,Stagnant
,,,,,
5564,Stealth Addresses,"Private, non-interactive transfers and interactions","Toni Wahrstätter (@nerolation), Matt Solomon (@mds1), Ben DiFrancesco (@apbendi), Vitalik Buterin (@vbuterin)",https://ethereum-magicians.org/t/eip-5566-stealth-addresses-for-smart-contract-wallets/10614,Draft
,,,,,
5568,Revert Reason for Required Actions,Signal to wallets that an action is needed by returning a custom revert code,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/eip-5568-revert-signals/10622,Review
,,,,,
5570,Digital Receipt Non-Fungible Tokens,"Non-Fungible Tokens as digital receipts for physical purchases, where the metadata represents a JSON receipt",Sean Darcy (@darcys22),https://ethereum-magicians.org/t/idea-standard-digital-receipts-using-erc-721/9908,Final
,,,,,
5573,"Sign-In with Ethereum Capabilities, ReCaps",Mechanism on top of Sign-In with Ethereum for informed consent to delegate capabilities with an extensible scope mechanism,"Oliver Terbu (@awoie), Jacob Ward (@cobward), Charles Lehner (@clehner), Sam Gbafa (@skgbafa), Wayne Chang (@wyc), Charles Cunningham (@chunningham)",https://ethereum-magicians.org/t/eip-5573-siwe-recap/10627,Draft
,,,,,
5585,ERC-721 NFT Authorization,Allows NFT owners to authorize other users to use their NFTs.,"Veega Labs (@VeegaLabsOfficial), Sean NG (@ngveega), Tiger (@tiger0x), Fred (@apan), Fov Cao (@fovcao)",https://ethereum-magicians.org/t/nft-authorization-erc721-extension/10661,Review
,,,,,
5593,Restrict Ethereum Provider API Injection,Wallet guidance for restricting Ethereum Provider API access to secure contexts for improved privacy and security for wallet users.,"Yan Zhu (@diracdeltas), Brian R. Bondy (@bbondy), Andrea  Brancaleoni (@thypon), Kyle Den Hartog (@kdenhartog)",https://ethereum-magicians.org/t/rfc-limiting-provider-object-injection-to-secure-contexts/10670,Draft
,,,,,
5604,NFT Lien,Extend EIP-721 to support putting liens on NFT,"Allen Zhou <allen@ubiloan.io>, Alex Qin <alex@ubiloan.io>, Zainan Victor Zhou (@xinbenlv)",https://ethereum-magicians.org/t/creating-a-new-erc-proposal-for-nft-lien/10683,Review
,,,,,
5606,Multiverse NFTs,A universal representation of multiple related NFTs as a single digital asset across various platforms,"Gaurang Torvekar (@gaurangtorvekar), Khemraj Adhawade (@akhemraj), Nikhil Asrani (@nikhilasrani)",https://ethereum-magicians.org/t/eip-5606-multiverse-nfts-for-digital-asset-interoperability/10698,Final
,,,,,
5615,ERC-1155 Supply Extension,A simple mechanism to fetch token supply data from ERC-1155 tokens,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/eip-5615-eip-1155-supply-extension/10732,Final
,,,,,
5625,NFT Metadata JSON Schema dStorage Extension,Add a dStorage property to non-fungible tokens (NFTs) metadata JSON schema to provide decentralized storage information of NFT assets,Gavin Fu (@gavfu),https://ethereum-magicians.org/t/eip-5625-nft-metadata-json-schema-dstorage-extension/10754,Review
,,,,,
5630,New approach for encryption / decryption,defines a specification for encryption and decryption using Ethereum wallets.,"Firn Protocol (@firnprotocol), Fried L. Trout, Weiji Guo (@weijiguo)",https://ethereum-magicians.org/t/eip-5630-encryption-and-decryption/10761,Draft
,,,,,
5633,"Composable Soulbound NFT, EIP-1155 Extension",Add composable soulbound property to EIP-1155 tokens,HonorLabs (@honorworldio),https://ethereum-magicians.org/t/composable-soulbound-nft-eip-1155-extension/10773,Stagnant
,,,,,
5635,NFT Licensing Agreements,An oracle for retrieving NFT licensing agreements,"Timi (@0xTimi), 0xTriple7 (@ysqi)",https://ethereum-magicians.org/t/eip-5635-discussion-nft-licensing-agreement-standard/10779,Draft
,,,,,
5639,Delegation Registry,Delegation of permissions for safer and more convenient signing operations.,"foobar (@0xfoobar), Wilkins Chung (@wwhchung) <wilkins@manifold.xyz>, ryley-o (@ryley-o), Jake Rockland (@jakerockland), andy8052 (@andy8052)",https://ethereum-magicians.org/t/eip-5639-delegation-registry/10949,Review
,,,,,
5643,Subscription NFTs,Add subscription-based functionality to EIP-721 tokens,cygaar (@cygaar),https://ethereum-magicians.org/t/eip-5643-subscription-nfts/10802,Review
,,,,,
5646,Token State Fingerprint,Unambiguous token state identifier,Naim Ashhab (@ashhanai),https://ethereum-magicians.org/t/eip-5646-discussion-token-state-fingerprint/10808,Final
,,,,,
5656,MCOPY - Memory copying instruction,An efficient EVM instruction for copying memory areas,"Alex Beregszaszi (@axic), Paul Dworzanski (@poemm), Jared Wasinger (@jwasinger), Casey Detrio (@cdetrio), Pawel Bylica (@chfast), Charles Cooper (@charles-cooper)",https://ethereum-magicians.org/t/eip-5656-mcopy-instruction/10890,Review
,,,,,
5679,Token Minting and Burning,"An extension for minting and burning EIP-20, EIP-721, and EIP-1155 tokens",Zainan Victor Zhou (@xinbenlv),https://ethereum-magicians.org/t/erc-5679-mint-and-burn-tokens/10913,Final
,,,,,
5700,Bindable Token Interface,Interface for binding fungible and non-fungible tokens to assets.,Leeren (@leeren),https://ethereum-magicians.org/t/eip-5700-bindable-token-standard/11077,Draft
,,,,,
5719,Signature replacement interface,Non-interactive replacing of smart contract wallet signatures that became stale due to configuration changes.,Agustin Aguilar (@Agusx1211),https://ethereum-magicians.org/t/erc-signature-replacing-for-smart-contract-wallets/11059,Draft
,,,,,
5725,Transferable Vesting NFT,An interface for transferable vesting NFTs which release underlying tokens over time.,"Apeguru (@Apegurus), Marco De Vries <marco@paladinsec.co>, Mario <mario@paladinsec.co>, DeFiFoFum (@DeFiFoFum)",https://ethereum-magicians.org/t/eip-5725-transferable-vesting-nft/11099,Review
,,,,,
5727,Semi-Fungible Soulbound Token,"An interface for soulbound tokens, also known as badges or account-bound tokens, that can be both fungible and non-fungible.","Austin Zhu (@AustinZhu), Terry Chen <terry.chen@phaneroz.io>",https://ethereum-magicians.org/t/eip-5727-semi-fungible-soulbound-token/11086,Draft
,,,,,
5732,Commit Interface,A simple but general commit interface to support commit-reveal scheme.,"Zainan Victor Zhou (@xinbenlv), Matt Stam (@mattstam)",https://ethereum-magicians.org/t/erc-5732-simple-commit-interface-to-support-commit-reveal-schemes/11115,Final
,,,,,
5744,Latent Fungible Token,An interface for tokens that become fungible after a period of time.,"Cozy Finance (@cozyfinance), Tony Sheng (@tonysheng), Matt Solomon (@mds1), David Laprade (@davidlaprade), Payom Dousti (@payomdousti), Chad Fleming (@chad-js), Franz Chen (@Dendrimer)",https://ethereum-magicians.org/t/eip-5744-latent-fungible-token/11111,Draft
,,,,,
5749,The 'window.evmproviders' object,Add 'window.evmproviders' and suggest the eventual removal of 'window.ethereum',Kosala Hemachandra (@kvhnuke),https://ethereum-magicians.org/t/eip-5749-deprecate-window-ethereum/11195,Final
,,,,,
5750,General Extensibility for Method Behaviors,Designating last param of dynamically sized bytes to be used for behavior extensions of methods.,Zainan Victor Zhou (@xinbenlv),https://ethereum-magicians.org/t/erc-5750-method-with-extra-data/11176,Final
,,,,,
5753,Lockable Extension for EIP-721,Interface for disabling token transfers (locking) and re-enabling them (unlocking).,Filipp Makarov (@filmakarov),https://ethereum-magicians.org/t/lockable-nfts-extension/8800,Draft
,,,,,
5757,Process for Approving External Resources,Requirements and process for allowing new origins of external resources,Sam Wilson (@SamWilsn),https://ethereum-magicians.org/t/eip-5757-process-for-approving-external-resources/11215,Final
,,,,,
5773,Context-Dependent Multi-Asset Tokens,An interface for Multi-Asset tokens with context dependent asset type output controlled by owner's preference.,"Bruno Škvorc (@Swader), Cicada (@CicadaNCR), Steven Pineda (@steven2308), Stevan Bogosavljevic (@stevyhacker), Jan Turk (@ThunderDeliverer)",https://ethereum-magicians.org/t/multiresource-tokens/11326,Final
,,,,,
5791,Physical Backed Tokens,Minimal interface for linking ownership of EIP-721 NFTs to a physical chip,"2pmflow (@2pmflow), locationtba (@locationtba), Cameron Robertson (@ccamrobertson), cygaar (@cygaar)",https://ethereum-magicians.org/t/physical-backed-tokens/11350,Draft
,,,,,
5792,Wallet Function Call API,"Adds JSON-RPC methods for sending multiple function calls from the user's wallet, and checking their status",Moody Salem (@moodysalem),https://ethereum-magicians.org/t/eip-5792-wallet-abstract-transaction-send-api/11374,Draft
,,,,,
5793,eth/68 - Add tx type to tx announcement,Adds the transaction type and transaction size to tx announcement messages in the wire protocol,Marius van der Wijden (@MariusVanDerWijden),https://ethereum-magicians.org/t/eip-5793-eth-68-add-transaction-type-to-tx-announcement/11364,Review
,,,,,
5805,Voting with delegation,"An interface for voting weight tracking, with delegation support","Hadrien Croubois (@Amxx), Francisco Giordano (@frangio)",https://ethereum-magicians.org/t/eip-5805-voting-with-delegation/11407,Review
,,,,,
5806,Delegate transaction,Adds a new transaction type that allows a EOAs to execute arbitrary code through delegation,Hadrien Croubois (@Amxx),https://ethereum-magicians.org/t/eip-5806-delegate-transaction/11409,Draft
,,,,,
5827,Auto-renewable allowance extension,Extension to enable automatic renewals on allowance approvals,"zlace (@zlace0x), zhongfu (@zhongfu), edison0xyz (@edison0xyz)",https://ethereum-magicians.org/t/eip-5827-auto-renewable-allowance-extension/10392,Draft
,,,,,
5850,Complex Numbers stored in `bytes32` types,Store real and imaginary parts of complex numbers in the least significant and most significant 16 bytes respectively of a `bytes32` type.,Paul Edge (@genkifs),https://ethereum-magicians.org/t/eip-5850-store-real-and-imaginary-parts-of-complex-numbers-in-the-least-significant-and-most-significant-16-bytes-respectively-of-a-bytes32-type/11532,Draft
,,,,,
5851,On-Chain Verifiable Credentials,Interface for contracts that manage verifiable claims and identifiers as Soulbound tokens.,"Yu Liu (@yuliu-debond), Junyi Zhong (@Jooeys)",https://ethereum-magicians.org/t/eip-5815-kyc-certification-issuer-and-verifier-standard/11513,Draft
,,,,,
5883,Token Transfer by Social Recovery,On-Chain Social Recovery taking users' reputation into account & using a nearest-neighbour approach.,"Erhard Dinhobl (@mrqc), Kevin Riedl (@wsdt)",https://ethereum-magicians.org/t/eip-5806-delegate-transaction/11409,Draft
,,,,,
5902,Smart Contract Event Hooks,Format that allows contracts to semi-autonoumously respond to events emitted by other contracts,Simon Brown (@orbmis),https://ethereum-magicians.org/t/idea-smart-contract-event-hooks-standard/11503,Draft
,,,,,
5920,PAY opcode,"Introduces a new opcode, PAY, to send ether to an address without calling any of its functions","Gavin John (@Pandapip1), Zainan Victor Zhou (@xinbenlv)",https://ethereum-magicians.org/t/eip-5920-pay-opcode/11717,Review
,,,,,
5982,Role-based Access Control,An interface for role-based access control for smart contracts.,Zainan Victor Zhou (@xinbenlv),https://ethereum-magicians.org/t/eip-5982-role-based-access-control/11759,Review
,,,,,
5988,Add Poseidon hash function precompile,Add a precompiled contract which implements the hash function used in the Poseidon cryptographic hashing algorithm,"Abdelhamid Bakhta (@abdelhamidbakhta), Eli Ben Sasson (@Elistark), Avihu Levy (@avihu28), David Levit Gurevich (@DavidLevitGurevich)",https://ethereum-magicians.org/t/eip-5988-add-poseidon-hash-function-precompile/11772,Draft
,,,,,
6,Renaming SUICIDE opcode,Hudson Jameson <hudson@hudsonjameson.com>,Final,Standards Track,Interface
,,,,,
600,Ethereum purpose allocation for Deterministic Wallets,"Nick Johnson (@arachnid), Micah Zoltu (@micahzoltu)",Standards Track,ERC,Final
,,,,,
601,Ethereum hierarchy for deterministic wallets,"Nick Johnson (@arachnid), Micah Zoltu (@micahzoltu)",Standards Track,ERC,Final
,,,,,
6046,Replace SELFDESTRUCT with DEACTIVATE,Change SELFDESTRUCT to not delete storage keys and use a special value in the account nonce to signal deactivation,Alex Beregszaszi (@axic),https://ethereum-magicians.org/t/almost-self-destructing-selfdestruct-deactivate/11886,Draft
,,,,,
6047,ERC-721 Balance indexing via Transfer event,Mandates emitting the Transfer event for ERC-721 NFTs during contract creation,Zainan Victor Zhou (@xinbenlv),https://ethereum-magicians.org/t/eip-xxx-require-erc721-to-always-emit-transfer/11894,Draft
,,,,,
6049,Deprecate SELFDESTRUCT,Deprecate SELFDESTRUCT by discouraging its use and warning about a potential future behavior change.,William Entriken (@fulldecent),https://ethereum-magicians.org/t/deprecate-selfdestruct/11907,Final
,,,,,
6051,Private Key Encapsulation,defines a specification for encapsulating private keys.,"Base Labs (@Base-Labs), Weiji Guo (@weiji-cryptonatty)",https://ethereum-magicians.org/t/private-key-encapsulation-to-move-around-securely-without-entering-seed/11604,Draft
,,,,,
6059,Parent-Governed Nestable Non-Fungible Tokens,An interface for Nestable Non-Fungible Tokens with emphasis on parent token's control over the relationship.,"Bruno Škvorc (@Swader), Cicada (@CicadaNCR), Steven Pineda (@steven2308), Stevan Bogosavljevic (@stevyhacker), Jan Turk (@ThunderDeliverer)",https://ethereum-magicians.org/t/eip-6059-parent-governed-nestable-non-fungible-tokens/11914,Final
,,,,,
606,Hardfork Meta: Homestead,Alex Beregszaszi (@axic),Meta,Final,2017-04-23
,,,,,
6065,Real Estate Token,An interface for real estate NFTs that extends ERC-721,"Alex (@Alex-Klasma), Ben Fusek (@bfusek), Daniel Fallon-Cyr (@dfalloncyr)",https://ethereum-magicians.org/t/updated-eip-6065-real-estate-token/11936,Review
,,,,,
6066,Signature Validation Method for NFTs,A way to verify signatures when the signing entity is an ERC-721 or ERC-1155 NFT,Jack Boyuan Xu (@boyuanx),https://ethereum-magicians.org/t/eip-6066-signature-validation-method-for-nfts/11943,Review
,,,,,
607,Hardfork Meta: Spurious Dragon,Alex Beregszaszi (@axic),Meta,Final,2017-04-23
